ETHUSDT,LONG,2910.0250,2907.6970,0.309276,2907.6970,2915.8450,1764042086.05,1764042191.44,-1.079712,0.359712,"SL | SCORE_LONG=74.9 (STANDARD) | CVD: 100, Imb: 80, Vol: 0"
SOLUSDT,SHORT,137.5450,137.4250,6.519757,137.6550,137.2699,1764042095.07,1764042476.67,0.423980,0.358391,"TIME_STOP | SCORE_SHORT=52.6 (STANDARD) | CVD: 100, Imb: 0, Vol: 100"
